tx_id,user_id,transaction_time,amount,type
TX_430,USER_141,2026-05-04 18:19:00,120.35,SEPA
TX_431,USER_127,2026-05-19 18:08:00,70.08,Digital Euro
TX_432,USER_129,2026-05-09 20:18:00,-13.5,SEPA
TX_433,USER_141,2026-05-19 23:40:00,-148.56,Digital Euro
TX_434,USER_150,2026-05-23 21:37:00,83.73,SEPA
TX_435,USER_125,2026-05-11 10:08:00,-48.14,Card
TX_436,USER_147,2026-05-23 20:48:00,56.55,SEPA
TX_437,USER_147,2026-05-07 03:35:00,120.09,SEPA
TX_438,USER_126,2026-05-07 12:35:00,-51.03,SEPA
TX_439,USER_116,2026-05-03 04:33:00,53.9,Card
TX_440,USER_141,2026-05-19 22:50:00,-2.25,Digital Euro
TX_441,USER_134,2026-05-20 03:42:00,180.13,Digital Euro
TX_442,USER_129,2026-05-22 04:31:00,88.89,Card
TX_443,USER_149,2026-05-21 17:05:00,-27.83,SEPA
TX_444,USER_123,2026-05-02 19:30:00,-88.67,Digital Euro
TX_445,USER_123,2026-05-16 07:19:00,-32.59,SEPA
TX_446,USER_140,2026-05-15 07:59:00,144.04,SEPA
TX_447,USER_109,2026-05-22 14:07:00,118.26,Card
TX_448,USER_124,2026-05-04 14:39:00,-31.01,SEPA
TX_449,USER_140,2026-05-15 22:55:00,-55.94,Card
TX_450,USER_144,2026-05-24 20:19:00,-95.69,SEPA
TX_451,USER_121,2026-05-01 23:49:00,-78.18,Card
TX_452,USER_138,2026-05-25 05:58:00,-11.07,Digital Euro
TX_453,USER_135,2026-05-21 07:46:00,-98.02,SEPA
TX_454,USER_132,2026-05-03 21:45:00,170.89,Digital Euro
TX_455,USER_131,2026-05-12 12:46:00,-43.6,Digital Euro
TX_456,USER_135,2026-05-10 15:18:00,186.61,Digital Euro
TX_457,USER_125,2026-05-02 21:43:00,49.58,Card
TX_458,USER_138,2026-05-15 12:17:00,173.56,SEPA
TX_459,USER_119,2026-05-21 21:52:00,183.31,SEPA
TX_460,USER_105,2026-05-26 11:22:00,9.34,Card
TX_461,USER_113,2026-05-16 08:03:00,18.7,Digital Euro
TX_462,USER_149,2026-05-13 23:51:00,-107.34,SEPA
TX_463,USER_117,2026-05-13 21:31:00,37.72,Card
TX_464,USER_137,2026-05-23 12:51:00,106.51,SEPA
TX_465,USER_141,2026-05-20 15:37:00,-17.13,Digital Euro
TX_466,USER_116,2026-05-20 17:52:00,41.62,Digital Euro
TX_467,USER_146,2026-05-14 06:07:00,-42.01,SEPA
TX_468,USER_119,2026-05-10 18:17:00,12.48,Card
TX_469,USER_138,2026-05-23 16:56:00,-85.02,Digital Euro
TX_470,USER_142,2026-05-27 03:12:00,88.42,Card
TX_471,USER_142,2026-05-04 13:43:00,44.86,Digital Euro
TX_472,USER_137,2026-05-08 01:45:00,13.5,SEPA
TX_473,USER_114,2026-05-10 11:59:00,161.98,Digital Euro
TX_474,USER_122,2026-05-18 23:25:00,-137.29,Digital Euro
TX_475,USER_149,2026-05-27 11:45:00,181.36,Card
TX_476,USER_110,2026-05-04 18:50:00,29.6,SEPA
TX_477,USER_148,2026-05-07 17:12:00,114.75,Card
TX_478,USER_138,2026-05-06 01:04:00,-71.39,Digital Euro
TX_479,USER_119,2026-05-17 23:30:00,79.0,SEPA
TX_480,USER_108,2026-05-07 20:39:00,65.79,Digital Euro
TX_481,USER_144,2026-05-21 04:46:00,-73.87,Digital Euro
TX_482,USER_117,2026-05-02 11:07:00,-149.79,Digital Euro
TX_483,USER_109,2026-05-13 12:08:00,51.7,Card
TX_484,USER_107,2026-05-02 11:26:00,37.2,SEPA
TX_485,USER_101,2026-05-18 14:24:00,110.63,SEPA
TX_486,USER_114,2026-05-08 14:56:00,5.44,SEPA
TX_487,USER_133,2026-05-19 16:18:00,-3.68,SEPA
TX_488,USER_133,2026-05-15 05:57:00,104.99,SEPA
TX_489,USER_111,2026-05-01 12:22:00,-12.01,Digital Euro
TX_490,USER_147,2026-05-27 20:32:00,195.3,Digital Euro
TX_491,USER_110,2026-05-27 17:28:00,109.77,Card
TX_492,USER_119,2026-05-27 00:19:00,146.76,Digital Euro
TX_493,USER_130,2026-05-06 10:12:00,166.73,Digital Euro
TX_494,USER_147,2026-05-10 05:43:00,-136.29,SEPA
TX_495,USER_142,2026-05-10 03:20:00,5.07,Digital Euro
TX_496,USER_141,2026-05-14 00:53:00,58.08,Digital Euro
TX_497,USER_124,2026-05-06 21:00:00,43.03,SEPA
TX_498,USER_114,2026-05-21 18:20:00,89.6,Digital Euro
TX_499,USER_106,2026-05-15 05:27:00,69.76,Card
TX_500,USER_116,2026-05-21 16:43:00,-11.64,Card
TX_501,USER_122,2026-05-05 08:19:00,74.7,Card
TX_502,USER_127,2026-05-06 00:20:00,21.07,Digital Euro
TX_503,USER_146,2026-05-10 14:15:00,-38.21,Card
TX_504,USER_126,2026-05-07 23:10:00,-100.71,Card
TX_505,USER_137,2026-05-22 18:31:00,106.82,Digital Euro
TX_506,USER_105,2026-05-25 21:50:00,-58.83,Digital Euro
TX_507,USER_130,2026-05-15 20:55:00,169.04,SEPA
TX_508,USER_111,2026-05-02 14:59:00,-39.87,SEPA
TX_509,USER_104,2026-05-24 22:40:00,-107.38,Card
TX_510,USER_131,2026-05-01 09:40:00,-0.14,Card
TX_511,USER_148,2026-05-09 22:14:00,-53.11,Digital Euro
TX_512,USER_108,2026-05-24 22:45:00,64.3,Card
TX_513,USER_144,2026-05-05 17:46:00,154.1,Card
TX_514,USER_139,2026-05-06 13:47:00,-117.4,Digital Euro
TX_515,USER_142,2026-05-15 05:51:00,-20.68,Card
TX_516,USER_115,2026-05-25 03:42:00,71.88,Card
TX_517,USER_115,2026-05-15 07:49:00,46.78,Digital Euro
TX_518,USER_113,2026-05-10 05:11:00,44.94,Digital Euro
TX_519,USER_141,2026-05-12 21:19:00,145.06,Card
TX_520,USER_117,2026-05-10 08:32:00,-126.18,Digital Euro
TX_521,USER_148,2026-05-23 08:21:00,-5.84,Card
TX_522,USER_115,2026-05-10 15:50:00,157.12,Digital Euro
TX_523,USER_143,2026-05-10 16:05:00,-107.25,Digital Euro
TX_524,USER_127,2026-05-06 13:20:00,-102.03,Digital Euro
TX_525,USER_142,2026-05-25 04:42:00,132.63,Digital Euro
TX_526,USER_109,2026-05-02 08:05:00,176.58,Digital Euro
TX_527,USER_126,2026-05-04 06:17:00,29.48,Card
TX_528,USER_120,2026-05-06 20:09:00,99.27,SEPA
TX_529,USER_112,2026-05-08 17:47:00,-82.23,Card
TX_530,USER_129,2026-05-05 12:26:00,-7.11,Digital Euro
TX_531,USER_130,2026-05-19 07:16:00,11.84,Digital Euro
TX_532,USER_150,2026-05-01 20:51:00,143.43,Card
TX_533,USER_134,2026-05-15 15:15:00,75.33,Card
TX_534,USER_112,2026-05-27 02:33:00,-96.66,Card
TX_535,USER_144,2026-05-01 23:34:00,-26.29,Card
TX_536,USER_136,2026-05-05 12:43:00,-60.01,SEPA
TX_537,USER_148,2026-05-21 14:40:00,92.12,Digital Euro
TX_538,USER_131,2026-05-09 11:58:00,179.06,SEPA
TX_539,USER_146,2026-05-23 23:30:00,171.43,SEPA
TX_540,USER_123,2026-05-23 13:34:00,-104.95,Card
TX_541,USER_106,2026-05-07 10:06:00,-75.92,Digital Euro
TX_542,USER_111,2026-05-23 05:15:00,66.75,SEPA
TX_543,USER_108,2026-05-21 03:53:00,121.31,Card
TX_544,USER_108,2026-05-24 03:25:00,-112.24,SEPA
TX_545,USER_121,2026-05-10 07:45:00,113.03,SEPA
TX_546,USER_141,2026-05-09 11:24:00,-99.59,SEPA
TX_547,USER_130,2026-05-28 07:16:00,-76.94,Digital Euro
TX_548,USER_147,2026-05-11 10:27:00,-30.44,Digital Euro
TX_549,USER_128,2026-05-11 03:38:00,-27.71,Digital Euro
TX_550,USER_145,2026-05-03 06:27:00,142.3,SEPA
TX_551,USER_125,2026-05-07 22:47:00,179.38,SEPA
TX_552,USER_144,2026-05-19 10:02:00,-95.89,Card
TX_553,USER_149,2026-05-03 10:28:00,76.88,Digital Euro
TX_554,USER_122,2026-05-04 00:05:00,197.47,Digital Euro
TX_555,USER_130,2026-05-28 05:42:00,-119.01,SEPA
TX_556,USER_149,2026-05-09 08:05:00,-100.27,SEPA
TX_557,USER_143,2026-05-22 14:04:00,137.73,Digital Euro
TX_558,USER_106,2026-05-23 08:16:00,-67.42,SEPA
TX_559,USER_143,2026-05-08 00:55:00,-89.33,SEPA
TX_560,USER_129,2026-05-04 23:17:00,153.27,Card
TX_561,USER_102,2026-05-02 21:12:00,59.99,Card
TX_562,USER_123,2026-05-23 16:58:00,70.19,Card
TX_563,USER_112,2026-05-19 15:49:00,160.35,SEPA
TX_564,USER_148,2026-05-06 19:16:00,160.72,Digital Euro
TX_565,USER_103,2026-05-13 17:40:00,-26.82,SEPA
TX_566,USER_136,2026-05-09 14:06:00,104.9,Digital Euro
TX_567,USER_117,2026-05-17 22:52:00,-32.67,Card
TX_568,USER_120,2026-05-08 11:50:00,-118.65,Card
TX_569,USER_136,2026-05-01 03:46:00,-114.4,Digital Euro
TX_570,USER_136,2026-05-25 03:19:00,-21.78,Digital Euro
TX_571,USER_147,2026-05-01 03:36:00,-140.13,Digital Euro
TX_572,USER_105,2026-05-25 19:56:00,-49.78,SEPA
TX_573,USER_145,2026-05-03 19:57:00,162.86,Card
TX_574,USER_136,2026-05-12 16:34:00,28.17,Card
TX_575,USER_126,2026-05-22 13:33:00,-81.86,SEPA
TX_576,USER_120,2026-05-21 01:19:00,177.83,Digital Euro
TX_577,USER_110,2026-05-12 23:25:00,154.29,SEPA
TX_578,USER_109,2026-05-18 18:50:00,197.49,Card
TX_579,USER_147,2026-05-05 10:40:00,32.37,SEPA
TX_580,USER_104,2026-05-17 13:01:00,-131.48,Digital Euro
TX_581,USER_113,2026-05-21 22:24:00,121.31,Digital Euro
TX_582,USER_106,2026-05-13 00:03:00,-132.62,SEPA
TX_583,USER_141,2026-05-03 10:56:00,88.42,Digital Euro
TX_584,USER_113,2026-05-15 12:02:00,41.76,Card
TX_585,USER_150,2026-05-24 08:25:00,175.34,Card
TX_586,USER_136,2026-05-14 21:54:00,-135.29,Card
TX_587,USER_148,2026-05-27 00:58:00,167.84,Card
TX_588,USER_148,2026-05-24 15:09:00,77.2,Card
TX_589,USER_111,2026-05-16 02:35:00,95.17,Card
TX_590,USER_124,2026-05-12 05:35:00,-39.51,Card
TX_591,USER_148,2026-05-04 12:44:00,-130.38,SEPA
TX_592,USER_134,2026-05-16 22:19:00,-54.34,Card
TX_593,USER_147,2026-05-06 15:31:00,-120.66,SEPA
TX_594,USER_140,2026-05-15 08:28:00,131.29,Digital Euro
TX_595,USER_132,2026-05-01 03:26:00,74.67,Card
TX_596,USER_100,2026-05-14 19:31:00,-47.58,SEPA
TX_597,USER_134,2026-05-14 03:03:00,169.59,SEPA
TX_598,USER_141,2026-05-15 22:24:00,51.33,Card
TX_599,USER_142,2026-05-15 04:43:00,-34.81,Digital Euro
TX_600,USER_118,2026-05-26 12:50:00,136.75,Digital Euro
TX_601,USER_100,2026-05-14 22:47:00,-97.43,Card
TX_602,USER_117,2026-05-14 01:37:00,-132.34,Digital Euro
TX_603,USER_120,2026-05-27 15:46:00,-57.5,Card
TX_604,USER_125,2026-05-28 11:57:00,-36.58,Card
TX_605,USER_114,2026-05-04 19:25:00,48.92,SEPA
TX_606,USER_104,2026-05-09 18:52:00,105.32,SEPA
TX_607,USER_109,2026-05-22 13:30:00,42.94,Card
TX_608,USER_115,2026-05-22 19:53:00,64.52,Digital Euro
TX_609,USER_150,2026-05-12 18:25:00,127.98,Digital Euro
TX_610,USER_105,2026-05-04 17:19:00,115.33,Card
TX_611,USER_123,2026-05-08 14:08:00,-122.19,Digital Euro
TX_612,USER_142,2026-05-24 19:12:00,24.45,Digital Euro
TX_613,USER_100,2026-05-19 17:59:00,-32.96,SEPA
TX_614,USER_101,2026-05-20 09:24:00,-65.06,SEPA
TX_615,USER_101,2026-05-14 14:29:00,158.47,Card
TX_616,USER_100,2026-05-18 11:16:00,-0.78,Card
TX_617,USER_138,2026-05-27 09:20:00,138.47,SEPA
TX_618,USER_118,2026-05-12 11:30:00,136.88,Card
TX_619,USER_136,2026-05-10 09:10:00,-140.03,Digital Euro
TX_620,USER_138,2026-05-27 19:40:00,-22.62,Digital Euro
TX_621,USER_130,2026-05-14 12:36:00,102.23,Digital Euro
TX_622,USER_114,2026-05-22 16:33:00,139.8,Digital Euro
TX_623,USER_115,2026-05-05 18:30:00,194.95,SEPA
TX_624,USER_110,2026-05-12 04:21:00,-120.88,Digital Euro
TX_625,USER_138,2026-05-18 08:54:00,-138.75,SEPA
TX_626,USER_102,2026-05-18 02:41:00,152.96,Card
TX_627,USER_142,2026-05-09 07:40:00,-90.09,SEPA
TX_628,USER_105,2026-05-23 14:06:00,-42.5,Digital Euro
TX_629,USER_147,2026-05-07 08:20:00,-89.66,Digital Euro
TX_630,USER_127,2026-05-24 10:23:00,119.97,Card
TX_631,USER_119,2026-05-08 00:33:00,-0.19,Card
TX_632,USER_100,2026-05-16 09:16:00,-50.11,SEPA
TX_633,USER_122,2026-05-05 02:22:00,-94.66,Digital Euro
TX_634,USER_123,2026-05-10 22:45:00,199.9,Digital Euro
TX_635,USER_106,2026-05-10 01:49:00,-143.29,Card
TX_636,USER_145,2026-05-22 09:07:00,143.27,Card
TX_637,USER_121,2026-05-25 00:40:00,173.58,Card
TX_638,USER_119,2026-05-04 22:30:00,110.18,Digital Euro
TX_639,USER_106,2026-05-23 02:12:00,161.12,SEPA
TX_640,USER_103,2026-05-04 03:34:00,108.47,Digital Euro
TX_641,USER_115,2026-05-02 03:08:00,-49.77,SEPA
TX_642,USER_138,2026-05-16 07:36:00,81.76,Digital Euro
TX_643,USER_127,2026-05-01 17:41:00,-97.72,SEPA
TX_644,USER_125,2026-05-12 02:34:00,128.57,SEPA
TX_645,USER_142,2026-05-11 23:14:00,134.75,Card
TX_646,USER_143,2026-05-06 22:05:00,142.66,Digital Euro
TX_647,USER_138,2026-05-26 22:22:00,12.46,SEPA
TX_648,USER_148,2026-05-07 03:53:00,-115.58,Digital Euro
TX_649,USER_147,2026-05-17 18:33:00,101.4,SEPA
TX_650,USER_120,2026-05-18 11:12:00,99.5,Card
TX_651,USER_124,2026-05-03 18:52:00,75.89,Digital Euro
TX_652,USER_119,2026-05-09 15:46:00,-53.33,Digital Euro
TX_653,USER_120,2026-05-24 04:01:00,114.42,SEPA
TX_654,USER_125,2026-05-20 07:30:00,132.72,SEPA
TX_655,USER_143,2026-05-19 04:15:00,33.95,Card
TX_656,USER_132,2026-05-16 01:10:00,89.9,SEPA
TX_657,USER_127,2026-05-12 23:37:00,124.54,Digital Euro
TX_658,USER_105,2026-05-22 01:26:00,-63.89,SEPA
TX_659,USER_149,2026-05-04 01:57:00,159.12,Digital Euro
TX_660,USER_125,2026-05-05 08:24:00,75.09,SEPA
TX_661,USER_134,2026-05-09 10:33:00,107.78,Digital Euro
TX_662,USER_111,2026-05-23 14:43:00,166.38,SEPA
TX_663,USER_101,2026-05-02 22:26:00,-109.63,Card
TX_664,USER_110,2026-05-21 06:40:00,-132.09,Card
TX_665,USER_107,2026-05-26 23:38:00,78.14,Card
TX_666,USER_127,2026-05-07 04:03:00,54.58,Card
TX_667,USER_138,2026-05-07 12:20:00,23.94,Card
TX_668,USER_131,2026-05-09 11:36:00,7.75,SEPA
TX_669,USER_111,2026-05-03 20:45:00,31.09,SEPA
TX_670,USER_136,2026-05-25 14:41:00,172.74,SEPA
TX_671,USER_126,2026-05-14 06:51:00,-16.68,Digital Euro
TX_672,USER_126,2026-05-20 16:30:00,89.11,Digital Euro
TX_673,USER_106,2026-05-01 19:53:00,90.25,Digital Euro
TX_674,USER_128,2026-05-25 22:24:00,-123.99,Card
TX_675,USER_114,2026-05-24 04:52:00,197.69,Digital Euro
TX_676,USER_150,2026-05-20 15:10:00,60.39,Card
TX_677,USER_123,2026-05-12 20:04:00,186.38,SEPA
TX_678,USER_139,2026-05-08 21:43:00,-2.67,SEPA
TX_679,USER_107,2026-05-01 01:15:00,5.75,Card
TX_680,USER_120,2026-05-13 16:47:00,87.46,SEPA
TX_681,USER_115,2026-05-24 21:38:00,-130.0,Digital Euro
TX_682,USER_133,2026-05-07 04:44:00,-23.77,Card
TX_683,USER_106,2026-05-26 04:26:00,190.93,Digital Euro
TX_684,USER_136,2026-05-13 02:08:00,168.98,SEPA
TX_685,USER_120,2026-05-03 04:52:00,-62.25,SEPA
TX_686,USER_150,2026-05-26 15:29:00,84.85,SEPA
TX_687,USER_120,2026-05-11 13:50:00,166.79,Card
TX_688,USER_143,2026-05-20 19:25:00,196.95,Digital Euro
TX_689,USER_144,2026-05-14 06:16:00,-55.49,Digital Euro
TX_690,USER_115,2026-05-08 13:04:00,129.89,Card
TX_691,USER_136,2026-05-13 18:36:00,-125.39,Digital Euro
TX_692,USER_146,2026-05-25 02:33:00,17.11,Card
TX_693,USER_108,2026-05-16 13:38:00,-143.47,Digital Euro
TX_694,USER_105,2026-05-07 15:15:00,29.54,Card
TX_695,USER_112,2026-05-04 10:52:00,20.93,SEPA
TX_696,USER_138,2026-05-27 18:13:00,147.35,Digital Euro
TX_697,USER_136,2026-05-03 06:37:00,60.64,SEPA
TX_698,USER_101,2026-05-08 18:04:00,30.59,SEPA
TX_699,USER_121,2026-05-16 08:44:00,135.41,SEPA
TX_700,USER_123,2026-05-01 04:04:00,-99.95,Digital Euro
TX_701,USER_113,2026-05-14 13:05:00,101.05,SEPA
TX_702,USER_118,2026-05-07 19:12:00,142.14,SEPA
TX_703,USER_110,2026-05-10 19:40:00,6.82,SEPA
TX_704,USER_122,2026-05-16 01:14:00,102.48,SEPA
TX_705,USER_133,2026-05-23 22:26:00,106.67,Digital Euro
TX_706,USER_102,2026-05-07 14:23:00,-94.87,SEPA
TX_707,USER_148,2026-05-12 18:40:00,-87.94,Digital Euro
TX_708,USER_129,2026-05-21 16:17:00,64.93,Card
TX_709,USER_105,2026-05-23 07:54:00,143.13,Card
TX_710,USER_119,2026-05-07 20:19:00,-97.09,Card
TX_711,USER_149,2026-05-22 06:53:00,110.53,Digital Euro
TX_712,USER_113,2026-05-19 20:52:00,40.24,Card
TX_713,USER_140,2026-05-17 19:36:00,39.58,Card
TX_714,USER_112,2026-05-04 03:22:00,108.37,Digital Euro
TX_715,USER_122,2026-05-09 04:38:00,138.66,Digital Euro
TX_716,USER_113,2026-05-19 10:15:00,188.21,Card
TX_717,USER_104,2026-05-12 17:58:00,83.61,Digital Euro
TX_718,USER_103,2026-05-21 05:50:00,174.28,Card
TX_719,USER_144,2026-05-17 10:11:00,-103.15,SEPA
TX_720,USER_130,2026-05-20 07:10:00,184.42,Card
TX_721,USER_109,2026-05-24 12:27:00,-136.18,Digital Euro
TX_722,USER_130,2026-05-21 08:21:00,122.58,Card
TX_723,USER_146,2026-05-07 03:44:00,-88.4,Digital Euro
TX_724,USER_124,2026-05-26 05:46:00,103.71,SEPA
TX_725,USER_112,2026-05-13 10:03:00,6.78,SEPA
TX_726,USER_114,2026-05-13 01:06:00,62.32,Digital Euro
TX_727,USER_138,2026-05-11 03:56:00,-52.86,Card
TX_728,USER_115,2026-05-09 18:51:00,150.79,Digital Euro
TX_729,USER_145,2026-05-22 22:12:00,112.88,SEPA
TX_730,USER_147,2026-05-02 00:46:00,133.56,SEPA
TX_731,USER_110,2026-05-15 09:55:00,193.7,SEPA
TX_732,USER_116,2026-05-09 00:30:00,181.23,Card
TX_733,USER_146,2026-05-20 12:11:00,-63.99,Digital Euro
TX_734,USER_149,2026-05-09 18:32:00,-27.16,SEPA
TX_735,USER_136,2026-05-23 02:21:00,154.98,Digital Euro
TX_736,USER_113,2026-05-13 05:10:00,-5.36,SEPA
TX_737,USER_146,2026-05-15 22:06:00,-110.43,SEPA
TX_738,USER_105,2026-05-15 16:45:00,-35.91,Digital Euro
TX_739,USER_135,2026-05-12 01:57:00,-33.4,Digital Euro
TX_740,USER_114,2026-05-15 04:31:00,-135.36,Card
TX_741,USER_130,2026-05-24 23:27:00,-11.15,SEPA
TX_742,USER_109,2026-05-13 00:07:00,-55.29,SEPA
TX_743,USER_149,2026-05-24 22:41:00,47.66,Card
TX_744,USER_140,2026-05-19 02:23:00,133.92,Digital Euro
TX_745,USER_109,2026-05-15 04:22:00,48.98,Card
TX_746,USER_120,2026-05-23 23:55:00,-47.59,Card
TX_747,USER_114,2026-05-17 03:36:00,132.74,Digital Euro
TX_748,USER_123,2026-05-15 05:44:00,133.46,Card
TX_749,USER_109,2026-05-06 20:50:00,-34.9,SEPA
TX_750,USER_117,2026-05-01 07:06:00,-75.63,SEPA
TX_751,USER_130,2026-05-24 17:05:00,-118.78,SEPA
TX_752,USER_132,2026-05-23 02:00:00,150.22,Digital Euro
TX_753,USER_138,2026-05-16 17:35:00,16.38,SEPA
TX_754,USER_112,2026-05-27 16:29:00,137.44,SEPA
TX_755,USER_123,2026-05-08 07:54:00,-60.54,SEPA
TX_756,USER_108,2026-05-10 03:16:00,-12.84,Digital Euro
TX_757,USER_113,2026-05-14 06:38:00,31.03,SEPA
TX_758,USER_132,2026-05-25 13:04:00,83.06,Card
TX_759,USER_107,2026-05-09 11:12:00,131.36,SEPA
TX_760,USER_100,2026-05-08 23:10:00,-70.17,Card
TX_761,USER_107,2026-05-24 06:55:00,-64.05,Card
TX_762,USER_127,2026-05-19 17:13:00,-133.12,Card
TX_763,USER_150,2026-05-04 12:01:00,139.94,Digital Euro
TX_764,USER_104,2026-05-14 15:57:00,-135.61,SEPA
TX_765,USER_117,2026-05-15 16:47:00,-138.82,Digital Euro
TX_766,USER_129,2026-05-17 14:17:00,-9.65,Digital Euro
TX_767,USER_117,2026-05-24 20:09:00,-112.56,Digital Euro
TX_768,USER_148,2026-05-24 04:21:00,41.99,Digital Euro
TX_769,USER_136,2026-05-01 12:27:00,156.81,Digital Euro
TX_770,USER_100,2026-05-22 22:30:00,-56.53,Digital Euro
TX_771,USER_116,2026-05-15 05:22:00,188.82,Card
TX_772,USER_106,2026-05-18 14:28:00,65.67,Digital Euro
TX_773,USER_113,2026-05-06 17:50:00,198.47,Card
TX_774,USER_111,2026-05-09 02:50:00,53.99,SEPA
TX_775,USER_138,2026-05-09 19:22:00,187.94,SEPA
TX_776,USER_144,2026-05-13 01:19:00,-62.16,Card
TX_777,USER_118,2026-05-16 19:22:00,-125.33,Digital Euro
TX_778,USER_140,2026-05-05 08:52:00,-141.11,Digital Euro
TX_779,USER_139,2026-05-12 08:21:00,159.37,Digital Euro
TX_780,USER_130,2026-05-05 00:23:00,109.7,Digital Euro
TX_781,USER_124,2026-05-11 04:32:00,-110.66,SEPA
TX_782,USER_107,2026-05-15 06:45:00,122.74,Digital Euro
TX_783,USER_109,2026-05-27 16:39:00,-13.42,SEPA
TX_784,USER_110,2026-05-11 20:50:00,-83.17,Card
TX_785,USER_124,2026-05-06 19:53:00,178.81,SEPA
TX_786,USER_122,2026-05-10 11:02:00,161.91,Digital Euro
TX_787,USER_136,2026-05-11 06:51:00,47.47,Digital Euro
TX_788,USER_109,2026-05-16 21:31:00,135.93,Digital Euro
TX_789,USER_135,2026-05-10 05:25:00,-2.73,Card
TX_790,USER_101,2026-05-06 01:03:00,-89.32,Digital Euro
TX_791,USER_108,2026-05-24 19:15:00,-93.71,Card
TX_792,USER_104,2026-05-20 22:00:00,9.08,Digital Euro
TX_793,USER_101,2026-05-24 13:34:00,-38.28,Digital Euro
TX_794,USER_102,2026-05-17 21:30:00,75.87,SEPA
TX_795,USER_101,2026-05-16 06:42:00,15.52,SEPA
TX_796,USER_126,2026-05-10 00:27:00,-120.17,Card
TX_797,USER_148,2026-05-02 14:29:00,-92.19,SEPA
TX_798,USER_131,2026-05-10 13:38:00,54.12,Digital Euro
TX_799,USER_116,2026-05-23 04:13:00,-28.89,Digital Euro
TX_800,USER_143,2026-05-16 20:47:00,189.94,SEPA
TX_801,USER_134,2026-05-27 19:31:00,145.47,SEPA
TX_802,USER_124,2026-05-10 07:21:00,119.53,SEPA
TX_803,USER_101,2026-05-25 12:07:00,106.11,Digital Euro
TX_804,USER_133,2026-05-13 00:01:00,-46.63,Digital Euro
TX_805,USER_122,2026-05-27 06:03:00,-44.56,Digital Euro
TX_806,USER_132,2026-05-20 11:04:00,121.81,Card
TX_807,USER_105,2026-05-27 14:04:00,172.83,SEPA
TX_808,USER_139,2026-05-02 12:34:00,139.28,SEPA
TX_809,USER_147,2026-05-03 19:33:00,179.62,SEPA
TX_810,USER_134,2026-05-22 10:37:00,96.99,Digital Euro
TX_811,USER_103,2026-05-07 22:32:00,100.32,Digital Euro
TX_812,USER_140,2026-05-11 19:59:00,153.55,Digital Euro
TX_813,USER_112,2026-05-24 00:42:00,79.57,Digital Euro
TX_814,USER_125,2026-05-04 19:27:00,52.61,Card
TX_815,USER_148,2026-05-15 17:54:00,-112.54,Card
TX_816,USER_125,2026-05-11 06:30:00,103.04,Card
TX_817,USER_106,2026-05-14 10:07:00,52.94,Card
TX_818,USER_106,2026-05-14 13:39:00,47.62,Card
TX_819,USER_137,2026-05-10 00:07:00,92.65,SEPA
TX_820,USER_107,2026-05-26 19:04:00,88.99,SEPA
TX_821,USER_143,2026-05-12 15:55:00,-14.17,Digital Euro
TX_822,USER_150,2026-05-23 10:58:00,-140.92,Digital Euro
TX_823,USER_111,2026-05-27 04:32:00,-141.2,SEPA
TX_824,USER_105,2026-05-23 19:17:00,-22.9,SEPA
TX_825,USER_103,2026-05-07 08:01:00,148.14,Card
TX_826,USER_120,2026-05-14 06:24:00,24.43,Digital Euro
TX_827,USER_120,2026-05-21 09:32:00,-90.62,Card
TX_828,USER_140,2026-05-03 17:42:00,117.63,Digital Euro
TX_829,USER_111,2026-05-20 10:41:00,167.84,Card
TX_830,USER_109,2026-05-28 12:50:00,15.85,SEPA
TX_831,USER_107,2026-05-21 21:27:00,143.66,Card
TX_832,USER_116,2026-05-05 01:58:00,-127.77,Card
TX_833,USER_108,2026-05-06 04:02:00,182.17,Card
TX_834,USER_108,2026-05-24 10:58:00,-54.94,Card
TX_835,USER_118,2026-05-09 23:13:00,-8.41,Digital Euro
TX_836,USER_130,2026-05-14 10:02:00,24.61,SEPA
TX_837,USER_104,2026-05-14 09:05:00,15.59,Digital Euro
TX_838,USER_137,2026-05-15 15:47:00,-68.14,SEPA
TX_839,USER_143,2026-05-14 07:08:00,90.98,Card
TX_840,USER_118,2026-05-10 14:21:00,-70.92,Digital Euro
TX_841,USER_133,2026-05-17 03:29:00,-147.86,Digital Euro
TX_842,USER_112,2026-05-02 02:22:00,176.83,SEPA
TX_843,USER_105,2026-05-04 21:44:00,-117.44,Card
TX_844,USER_129,2026-05-09 13:15:00,43.54,SEPA
TX_845,USER_141,2026-05-08 15:06:00,-58.61,SEPA
TX_846,USER_108,2026-05-11 11:59:00,84.22,Digital Euro
TX_847,USER_140,2026-05-18 18:02:00,111.07,SEPA
TX_848,USER_128,2026-05-17 04:50:00,12.21,SEPA
TX_849,USER_124,2026-05-02 14:59:00,-80.38,Digital Euro
TX_850,USER_100,2026-05-25 02:32:00,171.9,Digital Euro
TX_851,USER_146,2026-05-17 11:24:00,96.9,Card
TX_852,USER_125,2026-05-10 08:24:00,147.79,SEPA
TX_853,USER_111,2026-05-02 09:30:00,-144.47,Digital Euro
TX_854,USER_100,2026-05-11 02:05:00,-39.24,SEPA
TX_855,USER_124,2026-05-04 14:09:00,-22.7,Card
TX_856,USER_125,2026-05-06 17:09:00,162.25,SEPA
TX_857,USER_122,2026-05-06 19:49:00,110.14,Digital Euro
TX_858,USER_141,2026-05-14 13:05:00,-103.32,Card
